customerNumber,customerName,contactFirstName,contactLastName,phone,addressLine1,city,state,country,creditLimit,customerSegment
497,Fatima Dubois,Fatima,Dubois,+212-626-746036,173 Rue de Example,Tangier,,Italy,47900.3,Small Business
498,Mohamed Nguyen,Mohamed,Nguyen,+212-777-796772,13 Rue de Example,Oujda,,Italy,83604.96,Small Business
499,Lina Garcia,Lina,Garcia,+212-741-156415,4 Rue de Example,Marrakech,,USA,124302.06,Small Business
500,Imane Martin,Imane,Martin,+212-762-838857,182 Rue de Example,Agadir,,USA,155341.28,Partner
501,Eva Dubois,Eva,Dubois,+212-645-815819,20 Rue de Example,Fes,,Spain,147148.36,Consumer
502,Alice Hernandez,Alice,Hernandez,+212-671-683635,68 Rue de Example,Fes,,Spain,117005.22,Consumer
503,Fatima Dubois,Fatima,Dubois,+212-781-262325,11 Rue de Example,Fes,,UK,119577.63,Small Business
504,Lina ElAmrani,Lina,ElAmrani,+212-769-415783,126 Rue de Example,Agadir,,France,156914.27,Consumer
505,David Brown,David,Brown,+212-733-171488,130 Rue de Example,Fes,,Italy,108844.49,Consumer
506,Fatima Martin,Fatima,Martin,+212-654-795556,85 Rue de Example,Agadir,,UK,59068.08,Partner
507,Khadija Kamal,Khadija,Kamal,+212-721-688602,193 Rue de Example,Casablanca,,France,133953.22,Consumer
508,Lina ElAmrani,Lina,ElAmrani,+212-759-355671,11 Rue de Example,Agadir,,Italy,183228.52,Enterprise
509,Hassan Nguyen,Hassan,Nguyen,+212-738-859143,73 Rue de Example,Casablanca,,UK,103104.66,Consumer
510,Imane Smith,Imane,Smith,+212-675-783176,50 Rue de Example,Agadir,,France,189668.26,Consumer
511,John Kamal,John,Kamal,+212-601-757386,17 Rue de Example,Tangier,,USA,173057.7,Consumer
512,Bob Martin,Bob,Martin,+212-737-969005,180 Rue de Example,Oujda,,France,149504.72,Consumer
513,Imane Garcia,Imane,Garcia,+212-609-191772,19 Rue de Example,Casablanca,,Spain,158945.85,Consumer
514,Khadija Martin,Khadija,Martin,+212-666-527433,100 Rue de Example,Sale,,Italy,86888.49,Consumer
515,Lina Jones,Lina,Jones,+212-736-106185,165 Rue de Example,Rabat,,Morocco,140325.97,Consumer
516,John Jones,John,Jones,+212-674-925115,176 Rue de Example,Marrakech,,France,56662.73,Enterprise
517,Hassan Hernandez,Hassan,Hernandez,+212-769-132316,122 Rue de Example,Fes,,USA,27708.1,Consumer
518,John Nguyen,John,Nguyen,+212-762-251074,77 Rue de Example,Agadir,,Morocco,110928.08,Consumer
519,Bob Smith,Bob,Smith,+212-601-700538,153 Rue de Example,Oujda,,France,61285.88,Small Business
520,Mohamed Garcia,Mohamed,Garcia,+212-654-532699,166 Rue de Example,Fes,,Spain,37206.55,Small Business
521,Eva Martin,Eva,Martin,+212-629-290167,172 Rue de Example,Casablanca,,Portugal,129112.57,Consumer
522,Lina Jones,Lina,Jones,+212-664-202972,51 Rue de Example,Sale,,UK,71749.1,Small Business
523,David Jones,David,Jones,+212-672-749609,18 Rue de Example,Tangier,,UK,97429.32,Consumer
524,Lina Nguyen,Lina,Nguyen,+212-777-712546,40 Rue de Example,Agadir,,UK,191752.45,Consumer
525,Fatima Martin,Fatima,Martin,+212-656-846794,190 Rue de Example,Oujda,,Germany,168101.96,Consumer
526,Mohamed Garcia,Mohamed,Garcia,+212-722-585331,115 Rue de Example,Agadir,,Germany,97650.79,Consumer
527,Lina ElAmrani,Lina,ElAmrani,+212-620-982683,72 Rue de Example,Fes,,USA,53015.31,Enterprise
528,Bob Jones,Bob,Jones,+212-604-990856,130 Rue de Example,Casablanca,,Italy,153955.45,Consumer
529,Alice Kamal,Alice,Kamal,+212-666-669868,139 Rue de Example,Sale,,Spain,73480.82,Consumer
530,Khadija Nguyen,Khadija,Nguyen,+212-634-587274,129 Rue de Example,Rabat,,Italy,73091.18,Consumer
531,David ElAmrani,David,ElAmrani,+212-775-273899,194 Rue de Example,Fes,,Portugal,32264.87,Consumer
532,Khadija Brown,Khadija,Brown,+212-788-867562,124 Rue de Example,Agadir,,Morocco,44154.41,Consumer
533,Bob Nguyen,Bob,Nguyen,+212-694-345386,11 Rue de Example,Tangier,,UK,77924.58,Enterprise
534,Alice Smith,Alice,Smith,+212-766-439813,27 Rue de Example,Marrakech,,Germany,115936.97,Consumer
535,Hassan Hernandez,Hassan,Hernandez,+212-693-716225,168 Rue de Example,Rabat,,Germany,75577.59,Enterprise
536,John Hernandez,John,Hernandez,+212-690-956934,89 Rue de Example,Sale,,Portugal,177490.8,Consumer
537,Carla Dubois,Carla,Dubois,+212-642-341162,20 Rue de Example,Marrakech,,USA,30472.96,Consumer
538,Khadija Jones,Khadija,Jones,+212-769-341535,107 Rue de Example,Agadir,,France,96562.57,Consumer
539,David ElAmrani,David,ElAmrani,+212-641-778700,106 Rue de Example,Casablanca,,USA,9107.29,Consumer
540,Carla Brown,Carla,Brown,+212-761-637544,11 Rue de Example,Fes,,Morocco,33685.1,Enterprise
541,John Hernandez,John,Hernandez,+212-753-690982,164 Rue de Example,Casablanca,,Germany,189477.15,Consumer
542,Khadija Dubois,Khadija,Dubois,+212-723-278852,57 Rue de Example,Oujda,,Spain,159025.91,Small Business
543,Carla ElAmrani,Carla,ElAmrani,+212-768-635617,68 Rue de Example,Fes,,UK,184509.21,Consumer
544,Bob Martin,Bob,Martin,+212-696-504186,34 Rue de Example,Rabat,,Morocco,40868.54,Enterprise
545,John Hernandez,John,Hernandez,+212-638-734924,25 Rue de Example,Fes,,Portugal,180370.84,Consumer
546,John Kamal,John,Kamal,+212-792-223224,24 Rue de Example,Sale,,Spain,180445.96,Consumer
547,Alice Hernandez,Alice,Hernandez,+212-733-541119,95 Rue de Example,Casablanca,,Italy,46282.51,Small Business
548,Hassan Garcia,Hassan,Garcia,+212-750-943706,190 Rue de Example,Rabat,,Italy,27209.68,Consumer
549,David Jones,David,Jones,+212-672-727354,140 Rue de Example,Oujda,,Germany,38209.69,Small Business
550,Alice ElAmrani,Alice,ElAmrani,+212-733-223552,134 Rue de Example,Casablanca,,Italy,131081.95,Small Business
551,Fatima Hernandez,Fatima,Hernandez,+212-692-211760,40 Rue de Example,Oujda,,Germany,52629.93,Consumer
552,Khadija Garcia,Khadija,Garcia,+212-756-388946,175 Rue de Example,Oujda,,USA,82939.02,Small Business
553,Imane Brown,Imane,Brown,+212-694-686252,143 Rue de Example,Sale,,Germany,197707.4,Consumer
554,Mohamed Hernandez,Mohamed,Hernandez,+212-788-244775,169 Rue de Example,Rabat,,USA,89595.68,Small Business
555,Carla Jones,Carla,Jones,+212-654-633036,103 Rue de Example,Agadir,,Morocco,32567.23,Partner
556,Alice Jones,Alice,Jones,+212-637-594580,154 Rue de Example,Oujda,,France,13284.05,Consumer
557,Bob ElAmrani,Bob,ElAmrani,+212-609-859687,99 Rue de Example,Oujda,,Germany,142465.36,Consumer
558,Carla Dubois,Carla,Dubois,+212-712-111230,52 Rue de Example,Marrakech,,USA,7205.07,Consumer
559,John Martin,John,Martin,+212-757-277715,173 Rue de Example,Casablanca,,UK,48231.7,Consumer
560,Carla Jones,Carla,Jones,+212-670-917546,103 Rue de Example,Agadir,,Italy,81387.47,Consumer
561,Alice Jones,Alice,Jones,+212-623-676289,73 Rue de Example,Agadir,,UK,192675.89,Consumer
562,Khadija Martin,Khadija,Martin,+212-716-523579,148 Rue de Example,Casablanca,,Germany,35419.44,Consumer
563,John Jones,John,Jones,+212-728-408545,88 Rue de Example,Rabat,,Germany,175284.55,Small Business
564,Khadija Nguyen,Khadija,Nguyen,+212-777-564276,97 Rue de Example,Sale,,USA,151615.92,Partner
565,Imane Dubois,Imane,Dubois,+212-750-128679,124 Rue de Example,Rabat,,Germany,13977.08,Small Business
566,David Martin,David,Martin,+212-680-532459,91 Rue de Example,Casablanca,,Germany,50027.39,Consumer
567,Lina Garcia,Lina,Garcia,+212-619-681489,46 Rue de Example,Sale,,UK,71030.82,Enterprise
568,Eva Brown,Eva,Brown,+212-791-816289,49 Rue de Example,Sale,,USA,47354.84,Consumer
569,Eva Martin,Eva,Martin,+212-658-312616,64 Rue de Example,Agadir,,Spain,155898.23,Consumer
570,Bob Dubois,Bob,Dubois,+212-757-106945,196 Rue de Example,Casablanca,,Portugal,74553.71,Consumer
571,Khadija Nguyen,Khadija,Nguyen,+212-725-291755,196 Rue de Example,Marrakech,,Italy,44807.51,Consumer
572,Alice Kamal,Alice,Kamal,+212-708-601554,139 Rue de Example,Casablanca,,UK,79046.53,Small Business
573,Carla Dubois,Carla,Dubois,+212-630-832162,133 Rue de Example,Sale,,UK,137997.5,Consumer
574,David Hernandez,David,Hernandez,+212-748-205641,84 Rue de Example,Agadir,,Germany,37836.91,Consumer
575,Eva Dubois,Eva,Dubois,+212-756-459762,94 Rue de Example,Fes,,Portugal,85076.6,Consumer
576,Fatima Garcia,Fatima,Garcia,+212-702-393212,116 Rue de Example,Fes,,Spain,195864.85,Small Business
577,Bob Nguyen,Bob,Nguyen,+212-660-682316,111 Rue de Example,Oujda,,USA,29595.83,Partner
578,Carla Dubois,Carla,Dubois,+212-602-285186,108 Rue de Example,Sale,,Spain,199114.57,Small Business
579,John Kamal,John,Kamal,+212-784-431064,125 Rue de Example,Marrakech,,Germany,112646.62,Consumer
580,Hassan Jones,Hassan,Jones,+212-776-271276,16 Rue de Example,Tangier,,Germany,95569.62,Small Business
581,Imane Garcia,Imane,Garcia,+212-666-478496,93 Rue de Example,Marrakech,,UK,4457.15,Consumer
582,Lina ElAmrani,Lina,ElAmrani,+212-650-704875,148 Rue de Example,Fes,,Germany,71344.25,Small Business
583,Imane Dubois,Imane,Dubois,+212-620-499581,158 Rue de Example,Marrakech,,Portugal,126526.58,Consumer
584,Carla Garcia,Carla,Garcia,+212-707-761938,157 Rue de Example,Oujda,,France,16282.83,Consumer
585,Fatima Garcia,Fatima,Garcia,+212-767-405509,182 Rue de Example,Marrakech,,Italy,54614.0,Consumer
586,Fatima ElAmrani,Fatima,ElAmrani,+212-733-572161,106 Rue de Example,Fes,,Spain,170915.26,Consumer
587,David Nguyen,David,Nguyen,+212-790-834733,192 Rue de Example,Rabat,,USA,33798.64,Consumer
588,Bob Dubois,Bob,Dubois,+212-740-156440,7 Rue de Example,Oujda,,France,21233.72,Small Business
589,Bob Hernandez,Bob,Hernandez,+212-679-340497,64 Rue de Example,Marrakech,,Portugal,125482.9,Consumer
590,Carla Smith,Carla,Smith,+212-608-795781,92 Rue de Example,Agadir,,Portugal,93705.1,Enterprise
591,Eva Kamal,Eva,Kamal,+212-713-241678,179 Rue de Example,Fes,,Portugal,126393.98,Small Business
592,Khadija Hernandez,Khadija,Hernandez,+212-734-770864,164 Rue de Example,Marrakech,,UK,96589.51,Consumer
593,Bob Dubois,Bob,Dubois,+212-678-483551,106 Rue de Example,Marrakech,,Spain,61062.8,Consumer
594,Carla Garcia,Carla,Garcia,+212-673-591989,137 Rue de Example,Casablanca,,Portugal,189418.02,Consumer
595,Alice Hernandez,Alice,Hernandez,+212-674-726003,60 Rue de Example,Casablanca,,UK,38119.91,Enterprise
596,Hassan Hernandez,Hassan,Hernandez,+212-663-271200,184 Rue de Example,Oujda,,Italy,44508.19,Consumer
597,Lina Martin,Lina,Martin,+212-732-901676,157 Rue de Example,Marrakech,,Germany,129867.18,Consumer
598,Eva Hernandez,Eva,Hernandez,+212-648-994940,18 Rue de Example,Fes,,Spain,58274.26,Small Business
599,Khadija Dubois,Khadija,Dubois,+212-669-834498,160 Rue de Example,Sale,,USA,64468.42,Consumer
600,John Smith,John,Smith,+212-647-207241,73 Rue de Example,Marrakech,,Spain,143181.59,Small Business
601,David Jones,David,Jones,+212-638-115440,127 Rue de Example,Tangier,,UK,84338.48,Small Business
602,Imane Garcia,Imane,Garcia,+212-718-830789,9 Rue de Example,Agadir,,France,168787.49,Partner
603,Alice Nguyen,Alice,Nguyen,+212-798-511484,19 Rue de Example,Sale,,Spain,38842.36,Small Business
604,Hassan Smith,Hassan,Smith,+212-631-905459,183 Rue de Example,Tangier,,Italy,154359.45,Consumer
605,Mohamed Smith,Mohamed,Smith,+212-650-583220,189 Rue de Example,Rabat,,USA,94828.7,Small Business
606,Eva Garcia,Eva,Garcia,+212-640-759726,187 Rue de Example,Casablanca,,France,51035.89,Small Business
607,David Garcia,David,Garcia,+212-613-799080,56 Rue de Example,Rabat,,USA,126765.34,Consumer
608,Carla Nguyen,Carla,Nguyen,+212-749-225461,102 Rue de Example,Tangier,,Morocco,193782.57,Consumer
609,Mohamed Dubois,Mohamed,Dubois,+212-776-725173,40 Rue de Example,Agadir,,France,50120.09,Consumer
610,Lina ElAmrani,Lina,ElAmrani,+212-686-896456,161 Rue de Example,Casablanca,,Morocco,71425.78,Consumer
611,John Jones,John,Jones,+212-632-611540,60 Rue de Example,Agadir,,UK,161202.31,Consumer
612,David Smith,David,Smith,+212-776-496119,92 Rue de Example,Fes,,Germany,179783.28,Consumer
613,Imane Kamal,Imane,Kamal,+212-675-669097,179 Rue de Example,Sale,,USA,113557.0,Consumer
614,Fatima Dubois,Fatima,Dubois,+212-670-971733,154 Rue de Example,Fes,,France,106461.92,Consumer
615,Eva Kamal,Eva,Kamal,+212-693-576136,1 Rue de Example,Oujda,,Spain,176645.01,Small Business
616,Fatima ElAmrani,Fatima,ElAmrani,+212-661-436272,185 Rue de Example,Rabat,,Italy,38378.96,Small Business
617,John Brown,John,Brown,+212-756-396882,83 Rue de Example,Oujda,,UK,22537.59,Consumer
618,Bob Smith,Bob,Smith,+212-633-287316,9 Rue de Example,Tangier,,France,97331.37,Consumer
619,Khadija Hernandez,Khadija,Hernandez,+212-768-613707,135 Rue de Example,Marrakech,,Morocco,73587.63,Small Business
620,Bob Smith,Bob,Smith,+212-653-787603,126 Rue de Example,Rabat,,Portugal,160303.48,Consumer
621,John Hernandez,John,Hernandez,+212-694-932831,182 Rue de Example,Casablanca,,Germany,106039.66,Small Business
622,Eva Jones,Eva,Jones,+212-655-644719,25 Rue de Example,Rabat,,USA,106566.38,Consumer
623,John Martin,John,Martin,+212-745-755700,46 Rue de Example,Oujda,,France,153373.54,Consumer
624,Lina Dubois,Lina,Dubois,+212-779-797557,110 Rue de Example,Rabat,,Spain,158596.09,Consumer
625,John Garcia,John,Garcia,+212-768-265860,137 Rue de Example,Sale,,UK,180545.75,Consumer
626,Fatima Garcia,Fatima,Garcia,+212-705-901305,163 Rue de Example,Oujda,,UK,121878.47,Consumer
627,David Hernandez,David,Hernandez,+212-796-676967,191 Rue de Example,Marrakech,,UK,192349.53,Consumer
628,Hassan Smith,Hassan,Smith,+212-785-136346,73 Rue de Example,Casablanca,,Spain,198685.7,Consumer
629,Eva Martin,Eva,Martin,+212-654-997287,81 Rue de Example,Casablanca,,Germany,183862.86,Consumer
630,Khadija ElAmrani,Khadija,ElAmrani,+212-639-198867,10 Rue de Example,Sale,,UK,31643.37,Consumer
631,Khadija Martin,Khadija,Martin,+212-659-368691,77 Rue de Example,Rabat,,Italy,114028.45,Consumer
632,Bob Garcia,Bob,Garcia,+212-723-281301,125 Rue de Example,Rabat,,Germany,7955.63,Small Business
633,Hassan Jones,Hassan,Jones,+212-799-158639,198 Rue de Example,Agadir,,UK,176018.6,Consumer
634,Bob Martin,Bob,Martin,+212-791-784488,155 Rue de Example,Casablanca,,Italy,11298.53,Consumer
635,Fatima Kamal,Fatima,Kamal,+212-744-256846,84 Rue de Example,Tangier,,Spain,10578.7,Small Business
636,Hassan Dubois,Hassan,Dubois,+212-792-724041,148 Rue de Example,Rabat,,USA,86671.17,Small Business
637,Carla Brown,Carla,Brown,+212-686-186554,122 Rue de Example,Casablanca,,Italy,52880.32,Consumer
638,Hassan Brown,Hassan,Brown,+212-795-241422,124 Rue de Example,Tangier,,Portugal,79366.1,Consumer
639,John ElAmrani,John,ElAmrani,+212-788-649713,64 Rue de Example,Tangier,,France,53618.29,Consumer
640,Lina ElAmrani,Lina,ElAmrani,+212-622-217996,172 Rue de Example,Oujda,,Italy,73370.9,Consumer
641,Fatima ElAmrani,Fatima,ElAmrani,+212-767-125382,198 Rue de Example,Marrakech,,Spain,197536.56,Small Business
642,Imane ElAmrani,Imane,ElAmrani,+212-637-561859,12 Rue de Example,Tangier,,USA,137229.17,Consumer
643,Mohamed Jones,Mohamed,Jones,+212-628-875507,14 Rue de Example,Tangier,,Spain,173816.09,Small Business
644,Alice Garcia,Alice,Garcia,+212-777-943349,29 Rue de Example,Marrakech,,Portugal,94502.47,Consumer
645,Mohamed Kamal,Mohamed,Kamal,+212-654-313701,140 Rue de Example,Marrakech,,Portugal,124796.88,Partner
646,Mohamed Smith,Mohamed,Smith,+212-696-711324,170 Rue de Example,Casablanca,,Germany,34478.77,Consumer
647,Mohamed ElAmrani,Mohamed,ElAmrani,+212-669-155663,120 Rue de Example,Casablanca,,France,78034.71,Consumer
648,Lina Garcia,Lina,Garcia,+212-627-120005,75 Rue de Example,Oujda,,USA,195968.67,Consumer
649,Mohamed Jones,Mohamed,Jones,+212-680-608205,153 Rue de Example,Rabat,,Spain,40175.6,Partner
650,John Smith,John,Smith,+212-610-359409,136 Rue de Example,Marrakech,,UK,98241.6,Small Business
651,Alice Garcia,Alice,Garcia,+212-775-469007,91 Rue de Example,Marrakech,,USA,199200.89,Partner
652,Eva Smith,Eva,Smith,+212-760-370196,100 Rue de Example,Casablanca,,Germany,45503.75,Consumer
653,Hassan Brown,Hassan,Brown,+212-622-865344,98 Rue de Example,Tangier,,Italy,48451.98,Consumer
654,Eva ElAmrani,Eva,ElAmrani,+212-684-570988,139 Rue de Example,Fes,,USA,130668.29,Consumer
655,Lina Martin,Lina,Martin,+212-635-424008,177 Rue de Example,Fes,,Italy,199139.32,Partner
656,Carla ElAmrani,Carla,ElAmrani,+212-640-432918,18 Rue de Example,Rabat,,Spain,63860.72,Enterprise
657,Mohamed Smith,Mohamed,Smith,+212-795-434168,106 Rue de Example,Oujda,,Germany,88879.4,Enterprise
658,Lina Nguyen,Lina,Nguyen,+212-638-916953,49 Rue de Example,Rabat,,Spain,37356.93,Small Business
659,Khadija ElAmrani,Khadija,ElAmrani,+212-668-735022,146 Rue de Example,Tangier,,USA,46567.02,Consumer
660,Bob Dubois,Bob,Dubois,+212-634-626725,155 Rue de Example,Sale,,UK,37203.31,Consumer
661,Imane Brown,Imane,Brown,+212-641-302647,58 Rue de Example,Casablanca,,Italy,153025.5,Consumer
662,Eva Hernandez,Eva,Hernandez,+212-656-878427,172 Rue de Example,Tangier,,USA,13694.2,Enterprise
663,Imane ElAmrani,Imane,ElAmrani,+212-725-821276,84 Rue de Example,Sale,,USA,85797.36,Small Business
664,Khadija Hernandez,Khadija,Hernandez,+212-784-428096,101 Rue de Example,Casablanca,,France,90596.11,Small Business
665,Alice Martin,Alice,Martin,+212-732-663996,102 Rue de Example,Casablanca,,Italy,103467.27,Small Business
666,Alice Martin,Alice,Martin,+212-674-560905,102 Rue de Example,Marrakech,,Germany,92538.76,Consumer
667,Khadija Smith,Khadija,Smith,+212-776-642081,37 Rue de Example,Sale,,Portugal,18542.94,Consumer
668,Carla ElAmrani,Carla,ElAmrani,+212-778-672949,35 Rue de Example,Oujda,,Italy,65030.46,Consumer
669,Imane ElAmrani,Imane,ElAmrani,+212-782-311741,117 Rue de Example,Rabat,,Germany,65152.92,Small Business
670,Mohamed Brown,Mohamed,Brown,+212-783-868881,32 Rue de Example,Rabat,,France,141392.23,Small Business
671,Bob Kamal,Bob,Kamal,+212-781-502744,187 Rue de Example,Fes,,Italy,110294.0,Consumer
672,Carla Garcia,Carla,Garcia,+212-744-791567,39 Rue de Example,Fes,,Spain,36183.92,Small Business
673,Hassan Nguyen,Hassan,Nguyen,+212-679-865630,197 Rue de Example,Sale,,Germany,125477.34,Consumer
674,Carla Martin,Carla,Martin,+212-600-752801,196 Rue de Example,Marrakech,,Morocco,91999.21,Enterprise
675,John Smith,John,Smith,+212-755-617437,61 Rue de Example,Tangier,,Portugal,91020.83,Consumer
676,Khadija ElAmrani,Khadija,ElAmrani,+212-601-356600,141 Rue de Example,Marrakech,,USA,10259.3,Consumer
677,Lina Garcia,Lina,Garcia,+212-609-252436,9 Rue de Example,Marrakech,,UK,184116.75,Consumer
678,Hassan Brown,Hassan,Brown,+212-641-804737,73 Rue de Example,Fes,,Portugal,149992.29,Consumer
679,Alice Jones,Alice,Jones,+212-796-413833,83 Rue de Example,Agadir,,Italy,164142.82,Small Business
680,John Jones,John,Jones,+212-674-593687,35 Rue de Example,Rabat,,Germany,66177.1,Consumer
681,David Martin,David,Martin,+212-756-161010,28 Rue de Example,Rabat,,Portugal,144952.79,Small Business
682,Mohamed Nguyen,Mohamed,Nguyen,+212-709-738419,82 Rue de Example,Marrakech,,UK,185457.52,Small Business
683,Imane Kamal,Imane,Kamal,+212-786-762550,128 Rue de Example,Sale,,Spain,176790.9,Consumer
684,Eva Martin,Eva,Martin,+212-600-223949,7 Rue de Example,Sale,,France,147624.94,Consumer
685,Khadija Hernandez,Khadija,Hernandez,+212-705-147702,86 Rue de Example,Agadir,,USA,2753.8,Consumer
686,Eva Nguyen,Eva,Nguyen,+212-617-422722,77 Rue de Example,Agadir,,Morocco,23210.43,Consumer
687,Hassan ElAmrani,Hassan,ElAmrani,+212-757-130531,45 Rue de Example,Tangier,,UK,166848.15,Enterprise
688,Imane Dubois,Imane,Dubois,+212-609-777015,35 Rue de Example,Sale,,Spain,125626.5,Enterprise
689,John Garcia,John,Garcia,+212-718-922072,106 Rue de Example,Casablanca,,Germany,113206.06,Small Business
690,John Kamal,John,Kamal,+212-604-318379,148 Rue de Example,Agadir,,UK,13709.5,Consumer
691,Alice Garcia,Alice,Garcia,+212-696-756944,137 Rue de Example,Fes,,Italy,37882.09,Consumer
692,Eva Garcia,Eva,Garcia,+212-781-133164,70 Rue de Example,Oujda,,France,99662.36,Consumer
693,Imane Nguyen,Imane,Nguyen,+212-655-650607,78 Rue de Example,Fes,,France,75156.03,Consumer
694,David Jones,David,Jones,+212-713-630573,7 Rue de Example,Sale,,Spain,38447.23,Enterprise
695,Mohamed Kamal,Mohamed,Kamal,+212-679-913205,84 Rue de Example,Fes,,France,164516.63,Enterprise
696,Lina Brown,Lina,Brown,+212-652-859767,10 Rue de Example,Sale,,Italy,142878.64,Consumer
697,Alice Nguyen,Alice,Nguyen,+212-611-820426,153 Rue de Example,Rabat,,UK,93641.74,Consumer
698,John Nguyen,John,Nguyen,+212-605-705615,195 Rue de Example,Marrakech,,USA,64515.63,Consumer
699,Eva Kamal,Eva,Kamal,+212-681-910326,113 Rue de Example,Rabat,,Germany,30289.48,Consumer
700,Alice ElAmrani,Alice,ElAmrani,+212-743-639031,27 Rue de Example,Tangier,,UK,110098.45,Consumer
701,Mohamed Nguyen,Mohamed,Nguyen,+212-746-356717,44 Rue de Example,Rabat,,Germany,122845.95,Consumer
702,Imane Smith,Imane,Smith,+212-633-130401,121 Rue de Example,Casablanca,,France,77028.13,Consumer
703,Hassan Brown,Hassan,Brown,+212-780-725078,152 Rue de Example,Sale,,UK,62831.91,Small Business
704,Mohamed Kamal,Mohamed,Kamal,+212-620-892453,196 Rue de Example,Sale,,Spain,19036.78,Small Business
705,Mohamed Dubois,Mohamed,Dubois,+212-624-577714,80 Rue de Example,Sale,,Portugal,46723.0,Consumer
706,Khadija Nguyen,Khadija,Nguyen,+212-693-511122,47 Rue de Example,Agadir,,UK,90929.97,Consumer
707,Imane Jones,Imane,Jones,+212-689-601903,119 Rue de Example,Fes,,Germany,153704.33,Small Business
708,Carla Kamal,Carla,Kamal,+212-626-525392,183 Rue de Example,Rabat,,UK,111451.9,Consumer
709,Eva Kamal,Eva,Kamal,+212-718-520286,152 Rue de Example,Oujda,,USA,124364.53,Consumer
710,Imane Hernandez,Imane,Hernandez,+212-616-457264,54 Rue de Example,Oujda,,Italy,113658.63,Consumer
711,Mohamed Martin,Mohamed,Martin,+212-644-794799,172 Rue de Example,Rabat,,Portugal,23307.41,Consumer
712,Fatima Kamal,Fatima,Kamal,+212-624-961953,114 Rue de Example,Fes,,Germany,191198.75,Consumer
713,Bob ElAmrani,Bob,ElAmrani,+212-797-959691,98 Rue de Example,Agadir,,Portugal,129175.33,Consumer
714,David Brown,David,Brown,+212-748-891662,163 Rue de Example,Casablanca,,Spain,132345.84,Consumer
715,Eva Hernandez,Eva,Hernandez,+212-757-706005,115 Rue de Example,Tangier,,USA,136462.6,Consumer
716,Khadija Nguyen,Khadija,Nguyen,+212-711-852658,89 Rue de Example,Rabat,,Morocco,122492.41,Consumer
717,Carla Nguyen,Carla,Nguyen,+212-615-487158,141 Rue de Example,Casablanca,,Morocco,140819.15,Small Business
718,Fatima Jones,Fatima,Jones,+212-672-132699,61 Rue de Example,Oujda,,Italy,125230.25,Small Business
719,Hassan Hernandez,Hassan,Hernandez,+212-711-671598,55 Rue de Example,Fes,,Portugal,28244.24,Consumer
720,Fatima Hernandez,Fatima,Hernandez,+212-639-402483,172 Rue de Example,Fes,,Spain,2814.75,Small Business
721,Carla Dubois,Carla,Dubois,+212-768-557949,35 Rue de Example,Rabat,,Spain,128627.46,Consumer
722,Imane ElAmrani,Imane,ElAmrani,+212-708-753523,47 Rue de Example,Sale,,Italy,110633.98,Consumer
723,Fatima Martin,Fatima,Martin,+212-647-545405,155 Rue de Example,Casablanca,,Portugal,169437.38,Consumer
724,John Nguyen,John,Nguyen,+212-705-672696,148 Rue de Example,Agadir,,Morocco,195657.57,Consumer
725,Mohamed Garcia,Mohamed,Garcia,+212-628-708455,124 Rue de Example,Rabat,,Spain,146172.0,Consumer
726,Eva Dubois,Eva,Dubois,+212-732-182034,134 Rue de Example,Rabat,,USA,94754.09,Small Business
727,Lina Jones,Lina,Jones,+212-775-764469,139 Rue de Example,Marrakech,,Morocco,180765.26,Consumer
728,Alice Dubois,Alice,Dubois,+212-716-637566,121 Rue de Example,Agadir,,Italy,70906.45,Partner
729,Eva Nguyen,Eva,Nguyen,+212-642-137042,178 Rue de Example,Marrakech,,Germany,12752.84,Consumer
730,Carla ElAmrani,Carla,ElAmrani,+212-613-788201,75 Rue de Example,Casablanca,,Germany,97209.66,Consumer
731,Bob Nguyen,Bob,Nguyen,+212-664-238976,158 Rue de Example,Marrakech,,Germany,171642.75,Consumer
732,Bob ElAmrani,Bob,ElAmrani,+212-644-720515,190 Rue de Example,Fes,,Portugal,74268.48,Consumer
733,Mohamed Martin,Mohamed,Martin,+212-724-289592,136 Rue de Example,Casablanca,,UK,196822.3,Partner
734,Khadija Brown,Khadija,Brown,+212-726-889327,106 Rue de Example,Oujda,,USA,132303.12,Small Business
735,Carla Martin,Carla,Martin,+212-747-870033,89 Rue de Example,Casablanca,,Germany,151219.04,Consumer
736,Carla Dubois,Carla,Dubois,+212-702-599365,78 Rue de Example,Sale,,USA,76270.26,Small Business
737,Imane Nguyen,Imane,Nguyen,+212-637-656208,112 Rue de Example,Casablanca,,Germany,185480.89,Consumer
738,Lina Garcia,Lina,Garcia,+212-735-816047,11 Rue de Example,Rabat,,UK,191258.64,Consumer
739,Lina Nguyen,Lina,Nguyen,+212-685-383457,69 Rue de Example,Rabat,,Germany,131041.48,Consumer
740,Lina Martin,Lina,Martin,+212-787-804527,151 Rue de Example,Tangier,,UK,135704.77,Partner
741,Fatima Kamal,Fatima,Kamal,+212-602-805483,3 Rue de Example,Rabat,,Morocco,82544.13,Consumer
742,Lina Dubois,Lina,Dubois,+212-689-330074,186 Rue de Example,Marrakech,,Germany,39019.37,Consumer
743,Bob Smith,Bob,Smith,+212-752-788500,56 Rue de Example,Rabat,,France,17734.08,Small Business
744,Hassan ElAmrani,Hassan,ElAmrani,+212-647-216229,179 Rue de Example,Fes,,Germany,59266.44,Small Business
